Word,length,FREQcount,Zipf-value,Cost,Rounded
thyme,5,10,2.333226827,7,2
thymectomy,10,3,1.893894133,7,2
thymine,7,1,1.592864138,7,2
thymus,6,3,1.893894133,7,2
thyroglossal,12,2,1.768955397,7,2
thyroid,7,28,2.75423214,6,3
thyroidectomy,13,3,1.893894133,7,2
thyself,7,42,2.925302598,6,3
ti,2,121,3.378193973,6,3
tiara,5,91,3.255621969,6,3
tiaras,6,11,2.371015388,7,2
tib,3,9,2.291834142,7,2
tibby,5,30,2.783195836,6,3
tiber,5,8,2.246076652,7,2
tibet,5,146,3.459151477,6,3
tibetan,7,59,3.069985393,6,3
tibetans,8,11,2.371015388,7,2
tibia,5,32,2.810348082,6,3
tibial,6,2,1.768955397,7,2
tibicen,7,1,1.592864138,7,2
tic,3,77,3.183928745,6,3
tick,4,370,3.861208052,5,4
ticked,6,55,3.040022169,6,3
ticker,6,55,3.040022169,6,3
tickers,7,1,1.592864138,7,2
ticket,6,2324,4.658257099,4,5
ticketed,8,10,2.333226827,7,2
ticketing,9,2,1.768955397,7,2
tickets,7,2211,4.636619265,4,5
ticking,7,223,3.64208216,5,4
tickle,6,245,3.682769249,5,4
tickled,7,101,3.300434314,6,3
tickler,7,11,2.371015388,7,2
ticklers,8,1,1.592864138,7,2
tickles,7,110,3.337157121,6,3
tickling,8,51,3.007837486,6,3
ticklish,8,58,3.062686154,6,3
tickly,6,2,1.768955397,7,2
ticks,5,59,3.069985393,6,3
ticktock,8,19,2.592864138,6,3
ticky,5,14,2.467925401,7,2
tics,4,15,2.495954125,7,2
tid,3,1,1.592864138,7,2
tidal,5,53,3.024227902,6,3
tidbit,6,17,2.547106647,6,3
tidbits,7,19,2.592864138,6,3
tiddle,6,1,1.592864138,7,2
tiddlers,8,1,1.592864138,7,2
tiddley,7,1,1.592864138,7,2
tiddly,6,11,2.371015388,7,2
tiddlywinking,13,1,1.592864138,7,2
tiddlywinks,11,4,1.990804146,7,2
tiddy,5,3,1.893894133,7,2
tide,4,375,3.867021987,5,4
tided,5,1,1.592864138,7,2
tidelands,9,2,1.768955397,7,2
tides,5,80,3.200319161,6,3
tidewater,9,9,2.291834142,7,2
tidied,6,12,2.405777494,7,2
tidier,6,3,1.893894133,7,2
tidiest,7,1,1.592864138,7,2
tidily,6,1,1.592864138,7,2
tidiness,8,2,1.768955397,7,2
tidings,7,57,3.055262136,6,3
tidy,4,189,3.570587743,5,4
tidying,7,20,2.614053437,6,3
tie,3,2266,4.647285662,4,5
tiebreaker,10,12,2.405777494,7,2
tied,4,1364,4.426966794,5,4
tieing,6,1,1.592864138,7,2
tien,4,13,2.437962178,7,2
tienda,6,1,1.592864138,7,2
tiens,5,1,1.592864138,7,2
tiepin,6,2,1.768955397,7,2
tier,4,54,3.032196832,6,3
tierce,6,1,1.592864138,7,2
tiered,6,1,1.592864138,7,2
tiers,5,23,2.672045384,6,3
ties,4,502,3.993402127,5,4
tiff,4,44,2.945046656,6,3
tiffany,7,329,3.810348082,5,4
tiffin,6,2,1.768955397,7,2
tiffins,7,1,1.592864138,7,2
tiffs,5,4,1.990804146,7,2
tiffy,5,2,1.768955397,7,2
tift,4,2,1.768955397,7,2
tig,3,3,1.893894133,7,2
tiger,5,945,4.267725279,5,4
tigers,6,217,3.630290636,5,4
tigger,6,89,3.246076652,6,3
tight,5,2597,4.706473289,4,5
tighten,7,146,3.459151477,6,3
tightened,9,24,2.689774151,6,3
tightening,10,39,2.893894133,6,3
tightenings,11,1,1.592864138,7,2
tightens,8,13,2.437962178,7,2
tighter,7,208,3.611980428,5,4
tightest,8,15,2.495954125,7,2
tightfisted,11,3,1.893894133,7,2
tightknit,9,1,1.592864138,7,2
tightlipped,11,2,1.768955397,7,2
tightly,7,85,3.226332593,6,3
tightness,9,6,2.136932182,7,2
tightrope,9,24,2.689774151,6,3
tightropes,10,2,1.768955397,7,2
tights,6,135,3.425373051,6,3
tightwad,8,12,2.405777494,7,2
tightwire,9,1,1.592864138,7,2
tigress,7,14,2.467925401,7,2
tigresses,9,1,1.592864138,7,2
tigris,6,2,1.768955397,7,2
tike,4,6,2.136932182,7,2
tikes,5,2,1.768955397,7,2
tiki,4,131,3.412408073,6,3
tikis,5,6,2.136932182,7,2
tikka,5,2,1.768955397,7,2
tikkun,6,4,1.990804146,7,2
til,3,433,3.929323872,5,4
tilbury,7,2,1.768955397,7,2
tilden,6,18,2.570587743,6,3
tile,4,108,3.32926064,6,3
tiled,5,2,1.768955397,7,2
tiler,5,4,1.990804146,7,2
tilers,6,1,1.592864138,7,2
tiles,5,85,3.226332593,6,3
tiling,6,4,1.990804146,7,2
till,4,8503,5.221457394,4,5
tilled,6,4,1.990804146,7,2
tiller,6,20,2.614053437,6,3
tillet,6,2,1.768955397,7,2
tilling,7,7,2.194924129,7,2
tillman,7,29,2.768955397,6,3
tills,5,5,2.069985393,7,2
tilly,5,51,3.007837486,6,3
tilt,4,113,3.348738993,6,3
tilted,6,34,2.835902186,6,3
tilter,6,2,1.768955397,7,2
tilting,7,33,2.823313059,6,3
tilts,5,12,2.405777494,7,2
tilty,5,1,1.592864138,7,2
tim,3,1867,4.563211014,4,5
timar,5,8,2.246076652,7,2
timbal,6,2,1.768955397,7,2
timbale,7,1,1.592864138,7,2
timber,6,127,3.399044112,6,3
timbered,8,1,1.592864138,7,2
timberland,10,6,2.136932182,7,2
timberlands,11,6,2.136932182,7,2
timberline,10,17,2.547106647,6,3
timbers,7,31,2.79698412,6,3
timbo,5,5,2.069985393,7,2
timbre,6,7,2.194924129,7,2
timbrel,7,2,1.768955397,7,2
time,4,99890,6.291360503,3,6
timecard,8,4,1.990804146,7,2
timecards,9,6,2.136932182,7,2
timed,5,82,3.210912235,6,3
timekeeper,10,6,2.136932182,7,2
timekeeping,11,1,1.592864138,7,2
timeless,8,44,2.945046656,6,3
timelessness,12,2,1.768955397,7,2
timeliness,10,1,1.592864138,7,2
timely,6,55,3.040022169,6,3
timeout,7,26,2.723197906,6,3
timepiece,9,14,2.467925401,7,2
timepieces,10,6,2.136932182,7,2
timer,5,319,3.79698412,5,4
timers,6,36,2.860035866,6,3
times,5,11221,5.341904407,4,5
timesaver,9,4,1.990804146,7,2
timeshare,9,12,2.405777494,7,2
timeshares,10,1,1.592864138,7,2
timestamp,9,1,1.592864138,7,2
timetable,9,82,3.210912235,6,3
timetables,10,7,2.194924129,7,2
timid,5,77,3.183928745,6,3
timidity,8,6,2.136932182,7,2
timidly,7,2,1.768955397,7,2
timing,6,764,4.175495577,5,4
timings,7,5,2.069985393,7,2
timmer,6,20,2.614053437,6,3
timon,5,65,3.111378078,6,3
timor,5,3,1.893894133,7,2
timothy,7,176,3.539807409,5,4
timpani,7,5,2.069985393,7,2
tin,3,441,3.937256411,5,4
tincture,8,4,1.990804146,7,2
tind,4,9,2.291834142,7,2
tinder,6,3,1.893894133,7,2
tinderbox,9,2,1.768955397,7,2
tine,4,9,2.291834142,7,2
tines,5,7,2.194924129,7,2
tinfoil,7,24,2.689774151,6,3
ting,4,66,3.117908945,6,3
tinge,5,10,2.333226827,7,2
tinged,6,1,1.592864138,7,2
tingle,6,56,3.047708998,6,3
tingled,7,4,1.990804146,7,2
tingler,7,27,2.738992173,6,3
tingles,7,22,2.653561978,6,3
tingling,8,56,3.047708998,6,3
tingly,6,35,2.848136643,6,3
tings,5,3,1.893894133,7,2
tinhorn,7,27,2.738992173,6,3
tinhorns,8,2,1.768955397,7,2
tinier,6,3,1.893894133,7,2
tiniest,7,68,3.130683233,6,3
tink,4,61,3.084225832,6,3
tinker,6,113,3.348738993,6,3
tinkered,8,7,2.194924129,7,2
tinkerer,8,1,1.592864138,7,2
tinkering,9,26,2.723197906,6,3
tinkers,7,1,1.592864138,7,2
tinkle,6,47,2.97307538,6,3
tinkled,7,2,1.768955397,7,2
tinkler,7,3,1.893894133,7,2
tinkles,7,55,3.040022169,6,3
tinkling,8,38,2.882898749,6,3
tinkly,6,3,1.893894133,7,2
tinman,6,1,1.592864138,7,2
tinned,6,6,2.136932182,7,2
tinnitus,8,8,2.246076652,7,2
tinny,5,2,1.768955397,7,2
tinplate,8,5,2.069985393,7,2
tins,4,25,2.70680749,6,3
tinsel,6,24,2.689774151,6,3
tinsmith,8,1,1.592864138,7,2
tint,4,15,2.495954125,7,2
tinted,6,23,2.672045384,6,3
tinting,7,5,2.069985393,7,2
tints,5,5,2.069985393,7,2
tintype,7,3,1.893894133,7,2
tintypes,8,1,1.592864138,7,2
tinware,7,1,1.592864138,7,2
tiny,4,1643,4.507735955,4,5
tip,3,1409,4.441053255,5,4
tipless,7,1,1.592864138,7,2
tipoff,6,3,1.893894133,7,2
tipped,6,244,3.681000227,5,4
tipper,6,34,2.835902186,6,3
tippers,7,10,2.333226827,7,2
tippet,6,16,2.522283064,6,3
tippets,7,1,1.592864138,7,2
tippex,6,4,1.990804146,7,2
tipping,7,82,3.210912235,6,3
tipple,6,7,2.194924129,7,2
tippler,7,1,1.592864138,7,2
tippy,5,27,2.738992173,6,3
tippytoe,8,1,1.592864138,7,2
tips,4,467,3.962079995,5,4
tipsiness,9,1,1.592864138,7,2
tipster,7,31,2.79698412,6,3
tipsters,8,10,2.333226827,7,2
tipsy,5,33,2.823313059,6,3
tiptoe,6,45,2.954591974,6,3
tiptoed,7,7,2.194924129,7,2
tiptoeing,9,13,2.437962178,7,2
tiptoes,7,11,2.371015388,7,2
tiptop,6,14,2.467925401,7,2
tirade,6,10,2.333226827,7,2
tirades,7,3,1.893894133,7,2
tire,4,631,4.09255122,5,4
tired,5,5745,5.051199764,4,5
tireder,7,3,1.893894133,7,2
tiredest,8,1,1.592864138,7,2
tiredness,9,2,1.768955397,7,2
tireless,8,34,2.835902186,6,3
tirelessly,10,14,2.467925401,7,2
tires,5,491,3.983799245,5,4
tiresias,8,3,1.893894133,7,2
tiresome,8,74,3.166895406,6,3
tiresomely,10,2,1.768955397,7,2
tiring,6,60,3.077163977,6,3
tiro,4,2,1.768955397,7,2
tiros,5,2,1.768955397,7,2
tis,3,354,3.842062495,5,4
tissu,5,1,1.592864138,7,2
tissue,6,547,4.030614701,5,4
tissues,7,101,3.300434314,6,3
tit,3,171,3.527362589,5,4
titan,5,74,3.166895406,6,3
titania,7,2,1.768955397,7,2
titanic,7,128,3.402423852,6,3
titanium,8,80,3.200319161,6,3
titans,6,81,3.205647995,6,3
titbit,6,3,1.893894133,7,2
titbits,7,3,1.893894133,7,2
titch,5,5,2.069985393,7,2
tithe,5,1,1.592864138,7,2
tithes,6,2,1.768955397,7,2
tithing,7,2,1.768955397,7,2
titi,4,2,1.768955397,7,2
titian,6,24,2.689774151,6,3
titillate,9,8,2.246076652,7,2
titillated,10,3,1.893894133,7,2
titillating,11,14,2.467925401,7,2
titillation,11,6,2.136932182,7,2
title,5,947,4.268642479,5,4
titled,6,35,2.848136643,6,3
titleholders,12,2,1.768955397,7,2
titles,6,120,3.374619512,6,3
titmice,7,2,1.768955397,7,2
titmouse,8,7,2.194924129,7,2
titrate,7,16,2.522283064,6,3
titrated,8,1,1.592864138,7,2
titre,5,2,1.768955397,7,2
tits,4,627,4.089793786,5,4
titter,6,1,1.592864138,7,2
tittering,9,2,1.768955397,7,2
titters,7,2,1.768955397,7,2
tittie,6,3,1.893894133,7,2
titties,7,175,3.53734681,5,4
tittle,6,6,2.136932182,7,2
tittles,7,1,1.592864138,7,2
titty,5,107,3.325257898,6,3
titular,7,10,2.333226827,7,2
tiu,3,22,2.653561978,6,3
tivoli,6,16,2.522283064,6,3
tizwin,6,4,1.990804146,7,2
tizzy,5,9,2.291834142,7,2
tk,2,26,2.723197906,6,3
tlingit,7,1,1.592864138,7,2
tln,3,2,1.768955397,7,2
tm,2,8,2.246076652,7,2
tn,2,2,1.768955397,7,2
tng,3,2,1.768955397,7,2
tnt,3,58,3.062686154,6,3
to,2,1156570,7.355006441,2,7
toa,3,157,3.490491229,6,3
toad,4,290,3.755727131,5,4
toadies,7,3,1.893894133,7,2
toads,5,30,2.783195836,6,3
toadstool,9,17,2.547106647,6,3
toadstools,10,6,2.136932182,7,2
toady,5,11,2.371015388,7,2
toadying,8,3,1.893894133,7,2
toast,5,1707,4.524322008,4,5
toasted,7,67,3.124343055,6,3
toaster,7,198,3.590687219,5,4
toasters,8,13,2.437962178,7,2
toasties,8,2,1.768955397,7,2
toasting,8,42,2.925302598,6,3
toastmaster,11,3,1.893894133,7,2
toasts,6,27,2.738992173,6,3
toasty,6,34,2.835902186,6,3
tob,3,8,2.246076652,7,2
tobacco,7,356,3.844502358,5,4
tobacconist,11,5,2.069985393,7,2
tobaccos,8,3,1.893894133,7,2
tobe,4,18,2.570587743,6,3
toboggan,8,4,1.990804146,7,2
tobogganer,10,1,1.592864138,7,2
tobogganing,11,7,2.194924129,7,2
toboggans,9,2,1.768955397,7,2
toby,4,353,3.840837404,5,4
toccata,7,2,1.768955397,7,2
tock,4,47,2.97307538,6,3
tocopherol,10,1,1.592864138,7,2
tod,3,139,3.437962178,6,3
today,5,22124,5.636717422,3,6
todays,6,8,2.246076652,7,2
toddies,7,12,2.405777494,7,2
toddle,6,17,2.547106647,6,3
toddler,7,40,2.904617999,6,3
toddlers,8,11,2.371015388,7,2
toddles,7,1,1.592864138,7,2
toddling,8,12,2.405777494,7,2
toddy,5,127,3.399044112,6,3
tods,4,1,1.592864138,7,2
tody,4,1,1.592864138,7,2
toe,3,647,4.103409148,5,4
toed,4,5,2.069985393,7,2
toehold,7,7,2.194924129,7,2
toeing,6,2,1.768955397,7,2
toeless,7,1,1.592864138,7,2
toenail,7,44,2.945046656,6,3
toenails,8,89,3.246076652,6,3
toerag,6,1,1.592864138,7,2
toes,4,638,4.097335,5,4
toeshoes,8,3,1.893894133,7,2
toey,4,25,2.70680749,6,3
toff,4,7,2.194924129,7,2
toffee,6,22,2.653561978,6,3
toffees,7,1,1.592864138,7,2
toffs,5,7,2.194924129,7,2
toffy,5,2,1.768955397,7,2
tofu,4,137,3.431713229,6,3
tofus,5,1,1.592864138,7,2
tog,3,1,1.592864138,7,2
toga,4,47,2.97307538,6,3
togas,5,7,2.194924129,7,2
together,8,19553,5.583069753,3,6
togetherness,12,29,2.768955397,6,3
togethers,9,1,1.592864138,7,2
toggle,6,15,2.495954125,7,2
toggles,7,6,2.136932182,7,2
togo,4,10,2.333226827,7,2
togs,4,12,2.405777494,7,2
toi,3,15,2.495954125,7,2
toil,4,51,3.007837486,6,3
toile,5,1,1.592864138,7,2
toiled,6,9,2.291834142,7,2
toiler,6,1,1.592864138,7,2
toilet,6,1474,4.460626162,5,4
toiletries,10,11,2.371015388,7,2
toiletry,8,3,1.893894133,7,2
toilets,7,170,3.524830253,5,4
toilette,8,5,2.069985393,7,2
toilettes,9,2,1.768955397,7,2
toiling,7,11,2.371015388,7,2
toils,5,6,2.136932182,7,2
toilsome,8,4,1.990804146,7,2
toit,4,32,2.810348082,6,3
toity,5,1,1.592864138,7,2
tokamak,7,7,2.194924129,7,2
tokay,5,1,1.592864138,7,2
toke,4,41,2.915083433,6,3
toked,5,2,1.768955397,7,2
token,5,205,3.605701363,5,4
tokens,6,56,3.047708998,6,3
tokes,5,1,1.592864138,7,2
toking,6,2,1.768955397,7,2
tokyo,5,690,4.13131219,5,4
tol,3,1,1.592864138,7,2
tolan,5,9,2.291834142,7,2
tolas,5,6,2.136932182,7,2
told,4,35679,5.844258988,3,6
tole,4,2,1.768955397,7,2
toledo,6,182,3.554285232,5,4
tolerable,9,23,2.672045384,6,3
tolerably,9,5,2.069985393,7,2
tolerance,9,130,3.409105438,6,3
tolerances,10,6,2.136932182,7,2
tolerant,8,65,3.111378078,6,3
tolerantly,10,2,1.768955397,7,2
tolerate,8,354,3.842062495,5,4
tolerated,9,73,3.161065862,6,3
tolerates,9,17,2.547106647,6,3
tolerating,10,11,2.371015388,7,2
toll,4,171,3.527362589,5,4
tollbooth,9,11,2.371015388,7,2
tollbooths,10,3,1.893894133,7,2
tolled,6,4,1.990804146,7,2
toller,6,20,2.614053437,6,3
tollgate,8,2,1.768955397,7,2
tollhouse,9,2,1.768955397,7,2
tollhouses,10,1,1.592864138,7,2
tolling,7,40,2.904617999,6,3
tolls,5,30,2.783195836,6,3
tollway,7,1,1.592864138,7,2
tolstoy,7,63,3.098014116,6,3
toltec,6,2,1.768955397,7,2
toluene,7,4,1.990804146,7,2
toluidine,9,1,1.592864138,7,2
toluol,6,1,1.592864138,7,2
tom,3,5588,5.039168252,4,5
tomahawk,8,22,2.653561978,6,3
tomahawked,10,4,1.990804146,7,2
tomahawks,9,4,1.990804146,7,2
tomato,6,301,3.771841085,5,4
tomatoes,8,220,3.636226416,5,4
tomb,4,287,3.75122663,5,4
tombe,5,1,1.592864138,7,2
tombolas,8,1,1.592864138,7,2
tomboy,6,15,2.495954125,7,2
tomboys,7,1,1.592864138,7,2
tombs,5,56,3.047708998,6,3
tombstone,9,109,3.333226827,6,3
tombstones,10,12,2.405777494,7,2
tomcat,6,34,2.835902186,6,3
tomcats,7,9,2.291834142,7,2
tomcatting,10,5,2.069985393,7,2
tomcods,7,1,1.592864138,7,2
tome,4,39,2.893894133,6,3
tomes,5,4,1.990804146,7,2
tomfool,7,3,1.893894133,7,2
tomfoolery,10,17,2.547106647,6,3
tomkin,6,3,1.893894133,7,2
tommies,7,8,2.246076652,7,2
tommy,5,2459,4.682769249,4,5
tommyrot,8,3,1.893894133,7,2
tomograms,9,1,1.592864138,7,2
tomograph,9,1,1.592864138,7,2
tomographic,11,1,1.592864138,7,2
tomography,10,2,1.768955397,7,2
tomorrow,8,17134,5.525718251,3,6
tomorrows,9,36,2.860035866,6,3
toms,4,25,2.70680749,6,3
tomtit,6,1,1.592864138,7,2
ton,3,382,3.875032916,5,4
tonal,5,3,1.893894133,7,2
tonality,8,2,1.768955397,7,2
tondo,5,1,1.592864138,7,2
tone,4,860,4.226837294,5,4
toned,5,18,2.570587743,6,3
toneless,8,1,1.592864138,7,2
toner,5,44,2.945046656,6,3
toners,6,1,1.592864138,7,2
tones,5,100,3.296155516,6,3
tong,4,116,3.360020004,6,3
tonga,5,18,2.570587743,6,3
tongas,6,1,1.592864138,7,2
tonger,6,1,1.592864138,7,2
tongs,5,40,2.904617999,6,3
tongue,6,1589,4.493231266,5,4
tongued,7,1,1.592864138,7,2
tongueless,10,1,1.592864138,7,2
tongues,7,157,3.490491229,6,3
tonguing,8,5,2.069985393,7,2
tonic,5,195,3.584090214,5,4
tonics,6,15,2.495954125,7,2
toniest,7,1,1.592864138,7,2
tonight,7,21047,5.615044977,3,6
tonights,8,3,1.893894133,7,2
toning,6,1,1.592864138,7,2
tonite,6,4,1.990804146,7,2
tonk,4,2,1.768955397,7,2
tonka,5,10,2.333226827,7,2
tonkin,6,19,2.592864138,6,3
tonnage,7,13,2.437962178,7,2
tonne,5,2,1.768955397,7,2
tonnes,6,4,1.990804146,7,2
tons,4,480,3.973979219,5,4
tonsil,6,18,2.570587743,6,3
tonsillar,9,1,1.592864138,7,2
tonsillectomies,15,1,1.592864138,7,2
tonsillectomy,13,4,1.990804146,7,2
tonsillitis,11,1,1.592864138,7,2
tonsils,7,76,3.178324867,6,3
tonsorial,9,2,1.768955397,7,2
tonsure,7,2,1.768955397,7,2
tontine,7,2,1.768955397,7,2
tony,4,3503,4.83639824,4,5
too,3,69950,6.13662807,3,6
toodle,6,4,1.990804146,7,2
took,4,17454,5.533753995,3,6
tooken,6,8,2.246076652,7,2
tool,4,548,4.031406487,5,4
toolach,7,2,1.768955397,7,2
toolbox,7,64,3.104747499,6,3
toolboxes,9,4,1.990804146,7,2
tooled,6,1,1.592864138,7,2
toolhead,8,2,1.768955397,7,2
tooling,7,19,2.592864138,6,3
toolkit,7,7,2.194924129,7,2
toolmark,8,1,1.592864138,7,2
tools,5,567,4.046182478,5,4
toolshed,8,3,1.893894133,7,2
toolsheds,9,1,1.592864138,7,2
toon,4,39,2.893894133,6,3
toons,5,27,2.738992173,6,3
toosie,6,4,1.990804146,7,2
toot,4,80,3.200319161,6,3
tooted,6,2,1.768955397,7,2
tooter,6,2,1.768955397,7,2
tooters,7,1,1.592864138,7,2
tooth,5,692,4.132567377,5,4
toothache,9,58,3.062686154,6,3
toothaches,10,4,1.990804146,7,2
toothbrush,10,255,3.700074107,5,4
toothbrushes,12,18,2.570587743,6,3
toothful,8,1,1.592864138,7,2
toothier,8,2,1.768955397,7,2
toothless,9,28,2.75423214,6,3
toothpaste,10,160,3.498660018,6,3
toothpastes,11,1,1.592864138,7,2
toothpick,9,52,3.016110012,6,3
toothpicks,10,40,2.904617999,6,3
toothsome,9,2,1.768955397,7,2
toothy,6,5,2.069985393,7,2
tooting,7,19,2.592864138,6,3
tootles,7,9,2.291834142,7,2
tootling,8,1,1.592864138,7,2
toots,5,168,3.519720847,5,4
tootsie,7,70,3.143092491,6,3
tootsies,8,17,2.547106647,6,3
tootsy,6,3,1.893894133,7,2
top,3,6805,5.124726087,4,5
topaz,5,51,3.007837486,6,3
topcoat,7,12,2.405777494,7,2
topcoats,8,4,1.990804146,7,2
topeka,6,35,2.848136643,6,3
toper,5,1,1.592864138,7,2
topes,5,1,1.592864138,7,2
topflight,9,5,2.069985393,7,2
topgallant,10,6,2.136932182,7,2
topi,4,2,1.768955397,7,2
topia,5,1,1.592864138,7,2
topiaries,9,3,1.893894133,7,2
topiary,7,9,2.291834142,7,2
topic,5,271,3.726403046,5,4
topical,7,26,2.723197906,6,3
topics,6,47,2.97307538,6,3
topis,5,1,1.592864138,7,2
topknot,7,8,2.246076652,7,2
topknots,8,1,1.592864138,7,2
topless,7,100,3.296155516,6,3
toplessness,11,1,1.592864138,7,2
topman,6,2,1.768955397,7,2
topmen,6,2,1.768955397,7,2
topmost,7,3,1.893894133,7,2
topnotch,8,20,2.614053437,6,3
topo,4,7,2.194924129,7,2
topographic,11,1,1.592864138,7,2
topographical,13,4,1.990804146,7,2
topography,10,13,2.437962178,7,2
topped,6,48,2.982030222,6,3
topper,6,85,3.226332593,6,3
toppers,7,6,2.136932182,7,2
topping,7,45,2.954591974,6,3
toppings,8,19,2.592864138,6,3
topple,6,32,2.810348082,6,3
toppled,7,12,2.405777494,7,2
topples,7,3,1.893894133,7,2
toppling,8,13,2.437962178,7,2
tops,4,375,3.867021987,5,4
topsail,7,7,2.194924129,7,2
topsails,8,7,2.194924129,7,2
topside,7,66,3.117908945,6,3
topsiders,9,2,1.768955397,7,2
topsides,8,4,1.990804146,7,2
topsoil,7,10,2.333226827,7,2
topspin,7,2,1.768955397,7,2
topsy,5,24,2.689774151,6,3
toque,5,4,1.990804146,7,2
toques,6,5,2.069985393,7,2
tor,3,127,3.399044112,6,3
tora,4,10,2.333226827,7,2
torah,5,55,3.040022169,6,3
torahs,6,1,1.592864138,7,2
toras,5,1,1.592864138,7,2
torch,5,254,3.698374323,5,4
torchbearer,11,3,1.893894133,7,2
torched,7,44,2.945046656,6,3
torches,7,60,3.077163977,6,3
torching,8,13,2.437962178,7,2
torchlight,10,4,1.990804146,7,2
torchy,6,2,1.768955397,7,2
tore,4,423,3.919199999,5,4
toreador,8,4,1.990804146,7,2
toreadors,9,2,1.768955397,7,2
tori,4,82,3.210912235,6,3
tories,6,17,2.547106647,6,3
torii,5,1,1.592864138,7,2
torment,7,139,3.437962178,6,3
tormented,9,53,3.024227902,6,3
tormenting,10,37,2.871617739,6,3
tormentor,9,3,1.893894133,7,2
tormentors,10,5,2.069985393,7,2
torments,8,16,2.522283064,6,3
torn,4,553,4.035343907,5,4
tornado,7,130,3.409105438,6,3
tornadoes,9,21,2.634256823,6,3
toro,4,135,3.425373051,6,3
toronto,7,123,3.385255827,6,3
toros,5,57,3.055262136,6,3
torpedo,7,326,3.806381895,5,4
torpedoed,9,27,2.738992173,6,3
torpedoes,9,151,3.47367773,6,3
torpid,6,1,1.592864138,7,2
torpidity,9,2,1.768955397,7,2
torpor,6,3,1.893894133,7,2
torque,6,37,2.871617739,6,3
torqued,7,4,1.990804146,7,2
torrent,7,21,2.634256823,6,3
torrential,10,6,2.136932182,7,2
torrents,8,4,1.990804146,7,2
torrid,6,28,2.75423214,6,3
tors,4,1,1.592864138,7,2
torse,5,1,1.592864138,7,2
torsion,7,3,1.893894133,7,2
torso,5,94,3.269557747,6,3
torsos,6,3,1.893894133,7,2
tort,4,9,2.291834142,7,2
torta,5,1,1.592864138,7,2
torte,5,2,1.768955397,7,2
tortellini,10,10,2.333226827,7,2
tortes,6,2,1.768955397,7,2
torticollis,11,2,1.768955397,7,2
tortilla,8,16,2.522283064,6,3
tortillas,9,30,2.783195836,6,3
tortious,8,6,2.136932182,7,2
tortoise,8,57,3.055262136,6,3
tortoises,9,9,2.291834142,7,2
tortoiseshell,13,3,1.893894133,7,2
torts,5,3,1.893894133,7,2
tortuous,8,6,2.136932182,7,2
torture,7,812,4.201924688,5,4
tortured,8,381,3.873897505,5,4
torturer,8,13,2.437962178,7,2
torturers,9,3,1.893894133,7,2
tortures,8,54,3.032196832,6,3
torturing,9,171,3.527362589,5,4
torturous,9,13,2.437962178,7,2
toru,4,5,2.069985393,7,2
torus,5,1,1.592864138,7,2
tory,4,25,2.70680749,6,3
tos,3,3,1.893894133,7,2
tosca,5,10,2.333226827,7,2
tosh,4,12,2.405777494,7,2
toss,4,632,4.093237852,5,4
tossed,6,421,3.917146593,5,4
tosser,6,13,2.437962178,7,2
tossers,7,7,2.194924129,7,2
tosses,6,29,2.768955397,6,3
tossing,7,139,3.437962178,6,3
tosspot,7,3,1.893894133,7,2
tossup,6,5,2.069985393,7,2
tostada,7,8,2.246076652,7,2
toston,6,2,1.768955397,7,2
tot,3,54,3.032196832,6,3
total,5,1920,4.575361507,4,5
totaled,7,58,3.062686154,6,3
totaling,8,10,2.333226827,7,2
totalitarian,12,8,2.246076652,7,2
totalitarianism,15,2,1.768955397,7,2
totality,8,7,2.194924129,7,2
totalizator,11,1,1.592864138,7,2
totalled,8,22,2.653561978,6,3
totalling,9,5,2.069985393,7,2
totally,7,4377,4.933109899,4,5
totals,6,18,2.570587743,6,3
tote,4,55,3.040022169,6,3
toted,5,1,1.592864138,7,2
totem,5,44,2.945046656,6,3
totemic,7,1,1.592864138,7,2
totemistic,10,1,1.592864138,7,2
totems,6,11,2.371015388,7,2
toter,5,1,1.592864138,7,2
totes,5,4,1.990804146,7,2
tother,6,1,1.592864138,7,2
toting,6,21,2.634256823,6,3
toto,4,143,3.450196634,6,3
tots,4,46,2.963932,6,3
totten,6,2,1.768955397,7,2
totter,6,2,1.768955397,7,2
tottering,9,1,1.592864138,7,2
tottle,6,1,1.592864138,7,2
totty,5,2,1.768955397,7,2
tou,3,18,2.570587743,6,3
toucan,6,4,1.990804146,7,2
toucans,7,1,1.592864138,7,2
touch,5,7534,5.168917399,4,5
touchdown,9,253,3.696667859,5,4
touchdowns,10,50,2.999404318,6,3
touche,6,20,2.614053437,6,3
touched,7,1505,4.469659114,5,4
toucher,7,4,1.990804146,7,2
touches,7,346,3.832163617,5,4
touchhole,9,4,1.990804146,7,2
touchier,8,1,1.592864138,7,2
touchiest,9,1,1.592864138,7,2
touching,8,888,4.240735903,5,4
touchingly,10,3,1.893894133,7,2
touchline,9,2,1.768955397,7,2
touchstone,10,10,2.333226827,7,2
touchup,7,1,1.592864138,7,2
touchups,8,3,1.893894133,7,2
touchy,6,160,3.498660018,6,3
tough,5,4616,4.956194017,4,5
toughed,7,1,1.592864138,7,2
toughen,7,30,2.783195836,6,3
toughened,9,3,1.893894133,7,2
toughener,9,1,1.592864138,7,2
toughening,10,2,1.768955397,7,2
toughens,8,2,1.768955397,7,2
tougher,7,276,3.734313911,5,4
toughest,8,206,3.607804488,5,4
toughie,7,10,2.333226827,7,2
