Word,length,FREQcount,Zipf-value,Cost,Rounded
a,1,1041179,7.309359959,2,7
aa,2,87,3.236316814,6,3
aaa,3,25,2.70680749,6,3
aah,3,2688,4.721424944,4,5
aahed,5,1,1.592864138,7,2
aahing,6,2,1.768955397,7,2
aahs,4,5,2.069985393,7,2
aal,3,1,1.592864138,7,2
aardvark,8,21,2.634256823,6,3
aargh,5,33,2.823313059,6,3
aaron,5,747,4.16573574,5,4
aarrgh,6,1,1.592864138,7,2
aarrghh,7,1,1.592864138,7,2
aas,3,2,1.768955397,7,2
ab,2,75,3.172647734,6,3
aba,3,4,1.990804146,7,2
abaca,5,1,1.592864138,7,2
aback,5,15,2.495954125,7,2
abacus,6,12,2.405777494,7,2
abacuses,8,1,1.592864138,7,2
abaddon,7,10,2.333226827,7,2
abaft,5,2,1.768955397,7,2
abalone,7,26,2.723197906,6,3
abalones,8,6,2.136932182,7,2
abandon,7,413,3.908834483,5,4
abandoned,9,678,4.123703916,5,4
abandoner,9,1,1.592864138,7,2
abandoning,10,86,3.231353395,6,3
abandonment,11,49,2.990804146,6,3
abandons,8,14,2.467925401,7,2
abase,5,3,1.893894133,7,2
abastard,8,1,1.592864138,7,2
abate,5,5,2.069985393,7,2
abated,6,4,1.990804146,7,2
abatement,9,3,1.893894133,7,2
abates,6,2,1.768955397,7,2
abating,7,1,1.592864138,7,2
abattoir,8,7,2.194924129,7,2
abay,4,3,1.893894133,7,2
abb,3,3,1.893894133,7,2
abba,4,9,2.291834142,7,2
abbas,5,5,2.069985393,7,2
abbe,4,2,1.768955397,7,2
abbess,6,2,1.768955397,7,2
abbesses,8,1,1.592864138,7,2
abbey,5,162,3.504021747,5,4
abbot,5,43,2.935286819,6,3
abbott,6,401,3.896060195,5,4
abbreviate,10,1,1.592864138,7,2
abbreviated,11,16,2.522283064,6,3
abbreviation,12,12,2.405777494,7,2
abbreviations,13,10,2.333226827,7,2
abby,4,637,4.096654821,5,4
abc,3,124,3.388744155,6,3
abd,3,1,1.592864138,7,2
abdicate,8,9,2.291834142,7,2
abdicated,9,7,2.194924129,7,2
abdicates,9,1,1.592864138,7,2
abdicating,10,3,1.893894133,7,2
abdication,10,6,2.136932182,7,2
abdomen,7,171,3.527362589,5,4
abdomens,8,3,1.893894133,7,2
abdominal,9,174,3.534872191,5,4
abdominals,10,7,2.194924129,7,2
abduct,6,36,2.860035866,6,3
abducted,8,255,3.700074107,5,4
abductee,8,20,2.614053437,6,3
abductees,9,18,2.570587743,6,3
abducting,9,16,2.522283064,6,3
abduction,9,185,3.561347086,5,4
abductions,10,42,2.925302598,6,3
abductor,8,18,2.570587743,6,3
abductors,9,11,2.371015388,7,2
abducts,7,8,2.246076652,7,2
abeam,5,7,2.194924129,7,2
abed,4,10,2.333226827,7,2
abel,4,68,3.130683233,6,3
abele,5,1,1.592864138,7,2
abend,5,9,2.291834142,7,2
aberdeen,8,17,2.547106647,6,3
abernethy,9,1,1.592864138,7,2
aberrant,8,15,2.495954125,7,2
aberration,10,28,2.75423214,6,3
aberrations,11,8,2.246076652,7,2
abet,4,5,2.069985393,7,2
abetted,7,8,2.246076652,7,2
abetting,8,26,2.723197906,6,3
abettor,7,1,1.592864138,7,2
abeyance,8,2,1.768955397,7,2
abhor,5,12,2.405777494,7,2
abhorred,8,7,2.194924129,7,2
abhorrent,9,9,2.291834142,7,2
abhors,6,4,1.990804146,7,2
abide,5,138,3.434848942,6,3
abided,6,3,1.893894133,7,2
abiders,7,1,1.592864138,7,2
abides,6,4,1.990804146,7,2
abiding,7,25,2.70680749,6,3
abigail,7,154,3.48216584,6,3
abilene,7,68,3.130683233,6,3
abilities,9,312,3.78737848,5,4
ability,7,980,4.28350315,5,4
abiogenist,10,3,1.893894133,7,2
abit,4,1,1.592864138,7,2
abject,6,20,2.614053437,6,3
abjectly,8,3,1.893894133,7,2
abjure,6,1,1.592864138,7,2
ablate,6,1,1.592864138,7,2
ablated,7,1,1.592864138,7,2
ablation,8,1,1.592864138,7,2
ablaze,6,21,2.634256823,6,3
able,4,8155,5.203311359,4,5
abler,5,1,1.592864138,7,2
ablest,6,2,1.768955397,7,2
abloom,6,3,1.893894133,7,2
ablution,8,3,1.893894133,7,2
ablutions,9,4,1.990804146,7,2
ably,4,9,2.291834142,7,2
abner,5,172,3.529880245,5,4
abnormal,8,148,3.465020411,6,3
abnormalities,13,25,2.70680749,6,3
abnormality,11,26,2.723197906,6,3
abnormally,10,20,2.614053437,6,3
abnormity,9,1,1.592864138,7,2
abo,3,6,2.136932182,7,2
aboard,6,1358,4.425053599,5,4
abode,5,33,2.823313059,6,3
abogado,7,2,1.768955397,7,2
abolish,7,24,2.689774151,6,3
abolished,9,20,2.614053437,6,3
abolishes,9,1,1.592864138,7,2
abolishing,10,2,1.768955397,7,2
abolition,9,10,2.333226827,7,2
abolitionism,12,1,1.592864138,7,2
abolitionist,12,11,2.371015388,7,2
abolitionists,13,13,2.437962178,7,2
abomasum,8,1,1.592864138,7,2
abominable,10,32,2.810348082,6,3
abominably,10,8,2.246076652,7,2
abominate,9,3,1.893894133,7,2
abomination,11,58,3.062686154,6,3
abominations,12,7,2.194924129,7,2
aboriginal,10,9,2.291834142,7,2
aboriginally,12,1,1.592864138,7,2
aboriginals,11,1,1.592864138,7,2
aborigine,9,4,1.990804146,7,2
aborigines,10,9,2.291834142,7,2
aborning,8,1,1.592864138,7,2
abort,5,235,3.664746145,5,4
aborted,7,32,2.810348082,6,3
aborting,8,13,2.437962178,7,2
abortion,8,369,3.860035866,5,4
abortionist,11,4,1.990804146,7,2
abortionists,12,1,1.592864138,7,2
abortions,9,35,2.848136643,6,3
abortive,8,1,1.592864138,7,2
abortively,10,1,1.592864138,7,2
aborts,6,1,1.592864138,7,2
abound,6,18,2.570587743,6,3
abounded,8,3,1.893894133,7,2
abounding,9,4,1.990804146,7,2
abounds,7,10,2.333226827,7,2
about,5,185206,6.559491539,2,7
abouts,6,8,2.246076652,7,2
above,5,2493,4.688730591,4,5
aboveboard,10,14,2.467925401,7,2
aboveground,11,7,2.194924129,7,2
abovementioned,14,1,1.592864138,7,2
abracadabra,11,53,3.024227902,6,3
abrade,6,1,1.592864138,7,2
abraded,7,5,2.069985393,7,2
abraham,7,264,3.715080016,5,4
abraid,6,1,1.592864138,7,2
abrasion,8,18,2.570587743,6,3
abrasions,9,56,3.047708998,6,3
abrasive,8,23,2.672045384,6,3
abrasiveness,12,2,1.768955397,7,2
abrasives,9,4,1.990804146,7,2
abraxas,7,29,2.768955397,6,3
abreaction,10,1,1.592864138,7,2
abreast,7,26,2.723197906,6,3
abridge,7,1,1.592864138,7,2
abridged,8,9,2.291834142,7,2
abridgement,11,1,1.592864138,7,2
abridging,9,2,1.768955397,7,2
abroad,6,250,3.691507864,5,4
abrogate,8,1,1.592864138,7,2
abrogated,9,2,1.768955397,7,2
abrogating,10,1,1.592864138,7,2
abrupt,6,58,3.062686154,6,3
abruption,9,6,2.136932182,7,2
abruptly,8,45,2.954591974,6,3
abruptness,10,4,1.990804146,7,2
abs,3,54,3.032196832,6,3
abscam,6,3,1.893894133,7,2
abscess,7,25,2.70680749,6,3
abscessed,9,3,1.893894133,7,2
abscesses,9,7,2.194924129,7,2
abscond,7,5,2.069985393,7,2
absconded,9,5,2.069985393,7,2
absconder,9,1,1.592864138,7,2
absconders,10,2,1.768955397,7,2
absconding,10,3,1.893894133,7,2
abseiling,9,1,1.592864138,7,2
absence,7,322,3.801036664,5,4
absences,8,14,2.467925401,7,2
absent,6,131,3.412408073,6,3
absentee,8,18,2.570587743,6,3
absenteeism,11,5,2.069985393,7,2
absentees,9,4,1.990804146,7,2
absentia,8,9,2.291834142,7,2
absenting,9,2,1.768955397,7,2
absentminded,12,3,1.893894133,7,2
absentmindedness,16,1,1.592864138,7,2
absinthe,8,28,2.75423214,6,3
absinthes,9,3,1.893894133,7,2
absinthium,10,1,1.592864138,7,2
absit,5,1,1.592864138,7,2
absolute,8,577,4.053761981,5,4
absolutely,10,5769,5.053009955,4,5
absoluteness,12,1,1.592864138,7,2
absolutes,9,21,2.634256823,6,3
absolution,10,48,2.982030222,6,3
absolutions,11,1,1.592864138,7,2
absolve,7,29,2.768955397,6,3
absolved,8,15,2.495954125,7,2
absolver,8,4,1.990804146,7,2
absolves,8,4,1.990804146,7,2
absolving,9,5,2.069985393,7,2
absorb,6,101,3.300434314,6,3
absorbed,8,78,3.189461233,6,3
absorbent,9,8,2.246076652,7,2
absorber,8,3,1.893894133,7,2
absorbers,9,8,2.246076652,7,2
absorbing,9,23,2.672045384,6,3
absorbs,7,25,2.70680749,6,3
absorbtion,10,3,1.893894133,7,2
absorption,10,18,2.570587743,6,3
absorptions,11,1,1.592864138,7,2
abstain,7,26,2.723197906,6,3
abstained,9,4,1.990804146,7,2
abstainers,10,1,1.592864138,7,2
abstaining,10,8,2.246076652,7,2
abstains,8,2,1.768955397,7,2
abstention,10,6,2.136932182,7,2
abstentions,11,1,1.592864138,7,2
abstinence,10,45,2.954591974,6,3
abstinent,9,3,1.893894133,7,2
abstract,8,111,3.341052165,6,3
abstracted,10,3,1.893894133,7,2
abstracting,11,1,1.592864138,7,2
abstraction,11,15,2.495954125,7,2
abstractionist,14,1,1.592864138,7,2
abstractions,12,5,2.069985393,7,2
abstractly,10,2,1.768955397,7,2
abstracts,9,7,2.194924129,7,2
abstruse,8,3,1.893894133,7,2
absurd,6,495,3.987315819,5,4
absurdist,9,1,1.592864138,7,2
absurdities,11,6,2.136932182,7,2
absurdity,9,32,2.810348082,6,3
absurdly,8,15,2.495954125,7,2
abt,3,11,2.371015388,7,2
abu,3,131,3.412408073,6,3
abulia,6,1,1.592864138,7,2
abundance,9,45,2.954591974,6,3
abundant,8,29,2.768955397,6,3
abundantly,10,21,2.634256823,6,3
abuse,5,523,4.011165429,5,4
abused,6,231,3.657322127,5,4
abuser,6,16,2.522283064,6,3
abusers,7,11,2.371015388,7,2
abuses,6,25,2.70680749,6,3
abusing,7,61,3.084225832,6,3
abusive,7,83,3.216113428,6,3
abusiveness,11,1,1.592864138,7,2
abut,4,6,2.136932182,7,2
abutment,8,6,2.136932182,7,2
abutments,9,1,1.592864138,7,2
abuts,5,2,1.768955397,7,2
abutting,8,1,1.592864138,7,2
abuzz,5,2,1.768955397,7,2
abysmal,7,21,2.634256823,6,3
abysmally,9,1,1.592864138,7,2
abyss,5,90,3.250875534,6,3
abyssal,7,1,1.592864138,7,2
abysses,7,2,1.768955397,7,2
abyssinia,9,8,2.246076652,7,2
abyssinian,10,9,2.291834142,7,2
abyssus,7,4,1.990804146,7,2
ac,2,110,3.337157121,6,3
acacia,6,8,2.246076652,7,2
academe,7,2,1.768955397,7,2
academes,8,1,1.592864138,7,2
academia,8,12,2.405777494,7,2
academic,8,238,3.670232043,5,4
academically,12,11,2.371015388,7,2
academician,11,1,1.592864138,7,2
academics,9,35,2.848136643,6,3
academies,9,7,2.194924129,7,2
academy,7,633,4.0939234,5,4
acadia,6,3,1.893894133,7,2
acanthus,8,1,1.592864138,7,2
acapulco,8,82,3.210912235,6,3
acc,3,8,2.246076652,7,2
accademia,9,1,1.592864138,7,2
accadian,8,1,1.592864138,7,2
accede,6,7,2.194924129,7,2
acceded,7,1,1.592864138,7,2
accelerant,10,28,2.75423214,6,3
accelerate,10,65,3.111378078,6,3
accelerated,11,49,2.990804146,6,3
accelerates,11,5,2.069985393,7,2
accelerating,12,45,2.954591974,6,3
acceleration,12,44,2.945046656,6,3
accelerator,11,69,3.136932182,6,3
accelerators,12,4,1.990804146,7,2
accent,6,621,4.085624527,5,4
accented,8,1,1.592864138,7,2
accents,7,58,3.062686154,6,3
accentuate,10,18,2.570587743,6,3
accentuated,11,2,1.768955397,7,2
accentuates,11,4,1.990804146,7,2
accentuating,12,1,1.592864138,7,2
accept,6,2692,4.722070496,4,5
acceptable,10,269,3.723197906,5,4
acceptance,10,161,3.501349157,5,4
acceptances,11,2,1.768955397,7,2
acceptant,9,1,1.592864138,7,2
accepted,8,801,4.19600851,5,4
accepting,9,206,3.607804488,5,4
accepts,7,106,3.32121792,6,3
access,6,1615,4.500275499,4,5
accessed,8,78,3.189461233,6,3
accesses,8,2,1.768955397,7,2
accessibility,13,2,1.768955397,7,2
accessible,10,56,3.047708998,6,3
accessing,9,53,3.024227902,6,3
accession,9,6,2.136932182,7,2
accessories,11,76,3.178324867,6,3
accessorise,11,1,1.592864138,7,2
accessorize,11,18,2.570587743,6,3
accessorized,12,2,1.768955397,7,2
accessorizing,13,6,2.136932182,7,2
accessory,9,147,3.462095858,6,3
accident,8,4146,4.909568178,4,5
accidental,10,153,3.479354863,6,3
accidentally,12,449,3.945046656,5,4
accidentals,11,1,1.592864138,7,2
accidently,10,11,2.371015388,7,2
accidents,9,340,3.824588521,5,4
acclaim,7,22,2.653561978,6,3
acclaimed,9,20,2.614053437,6,3
acclaims,8,2,1.768955397,7,2
acclamation,11,1,1.592864138,7,2
acclimate,9,8,2.246076652,7,2
acclimated,10,10,2.333226827,7,2
acclimates,10,1,1.592864138,7,2
acclimating,11,3,1.893894133,7,2
acclimatization,15,1,1.592864138,7,2
acclimatize,11,1,1.592864138,7,2
acclimatized,12,2,1.768955397,7,2
accolade,8,1,1.592864138,7,2
accolades,9,9,2.291834142,7,2
accommodate,11,109,3.333226827,6,3
accommodated,12,5,2.069985393,7,2
accommodates,12,3,1.893894133,7,2
accommodating,13,36,2.860035866,6,3
accommodation,13,48,2.982030222,6,3
accommodations,14,85,3.226332593,6,3
accommodative,13,1,1.592864138,7,2
accomodate,10,6,2.136932182,7,2
accompanied,11,105,3.317140007,6,3
accompanier,11,1,1.592864138,7,2
accompanies,11,13,2.437962178,7,2
accompaniment,13,15,2.495954125,7,2
accompanist,11,10,2.333226827,7,2
accompanists,12,1,1.592864138,7,2
accompany,9,242,3.677440416,5,4
accompanying,12,47,2.97307538,6,3
accompli,8,8,2.246076652,7,2
accomplice,10,216,3.628293876,5,4
accomplices,11,58,3.062686154,6,3
accomplish,10,298,3.76750533,5,4
accomplished,12,384,3.877294872,5,4
accomplishes,12,7,2.194924129,7,2
accomplishing,13,26,2.723197906,6,3
accomplishment,14,96,3.278605876,6,3
accomplishments,15,81,3.205647995,6,3
accord,6,83,3.216113428,6,3
accordable,10,1,1.592864138,7,2
accordance,10,81,3.205647995,6,3
accorded,8,7,2.194924129,7,2
according,9,2135,4.621435391,4,5
accordingly,11,93,3.264961996,6,3
accordion,9,67,3.124343055,6,3
accordions,10,3,1.893894133,7,2
accords,7,9,2.291834142,7,2
accost,6,3,1.893894133,7,2
accosted,8,34,2.835902186,6,3
accosting,9,4,1.990804146,7,2
accosts,7,1,1.592864138,7,2
account,7,2280,4.649959427,4,5
accountability,14,24,2.689774151,6,3
accountable,11,72,3.155157002,6,3
accountancy,11,3,1.893894133,7,2
accountant,10,315,3.791521225,5,4
accountants,11,55,3.040022169,6,3
accounted,9,154,3.48216584,6,3
accounting,10,230,3.655446122,5,4
accounts,8,534,4.020187924,5,4
accoutered,10,1,1.592864138,7,2
accoutre,8,1,1.592864138,7,2
accoutred,9,2,1.768955397,7,2
accoutrement,12,6,2.136932182,7,2
accoutrements,13,6,2.136932182,7,2
accra,5,4,1.990804146,7,2
accreditation,13,9,2.291834142,7,2
accredited,10,16,2.522283064,6,3
accrediting,11,1,1.592864138,7,2
accrete,7,1,1.592864138,7,2
accrual,7,2,1.768955397,7,2
accrue,6,4,1.990804146,7,2
accrued,7,13,2.437962178,7,2
accrues,7,1,1.592864138,7,2
accruing,8,2,1.768955397,7,2
accumulate,10,29,2.768955397,6,3
accumulated,11,39,2.893894133,6,3
accumulates,11,11,2.371015388,7,2
accumulating,12,18,2.570587743,6,3
accumulation,12,13,2.437962178,7,2
accumulations,13,1,1.592864138,7,2
accumulative,12,3,1.893894133,7,2
accumulator,11,1,1.592864138,7,2
accuracy,8,76,3.178324867,6,3
accurate,8,400,3.894978515,5,4
accurately,10,58,3.062686154,6,3
accursed,8,33,2.823313059,6,3
accusation,10,143,3.450196634,6,3
accusations,11,153,3.479354863,6,3
accusatory,10,3,1.893894133,7,2
accuse,6,290,3.755727131,5,4
accused,7,666,4.115959976,5,4
accuser,7,15,2.495954125,7,2
accusers,8,8,2.246076652,7,2
accuses,7,31,2.79698412,6,3
accusing,8,252,3.694954663,5,4
accustom,8,6,2.136932182,7,2
accustomed,10,149,3.467925401,6,3
ace,3,751,4.168051983,5,4
aced,4,39,2.893894133,6,3
acentric,8,1,1.592864138,7,2
acerbic,7,4,1.990804146,7,2
aces,4,202,3.59933018,5,4
acetabulum,10,2,1.768955397,7,2
acetaminophen,13,5,2.069985393,7,2
acetate,7,6,2.136932182,7,2
acetates,8,1,1.592864138,7,2
acetic,6,1,1.592864138,7,2
acetone,7,8,2.246076652,7,2
acetyl,6,2,1.768955397,7,2
acetylcholine,13,7,2.194924129,7,2
acetylene,9,23,2.672045384,6,3
acetylsalicylic,15,4,1.990804146,7,2
ach,3,38,2.882898749,6,3
achar,5,1,1.592864138,7,2
ache,4,127,3.399044112,6,3
ached,5,16,2.522283064,6,3
acher,5,2,1.768955397,7,2
acheron,7,25,2.70680749,6,3
aches,5,77,3.183928745,6,3
achievable,10,2,1.768955397,7,2
achieve,7,374,3.86586541,5,4
achieved,8,219,3.634256823,5,4
achievement,11,178,3.544687173,5,4
achievements,12,55,3.040022169,6,3
achiever,8,12,2.405777494,7,2
achievers,9,9,2.291834142,7,2
achieves,8,16,2.522283064,6,3
achieving,9,37,2.871617739,6,3
achilles,8,115,3.356292131,6,3
achiness,8,1,1.592864138,7,2
aching,6,105,3.317140007,6,3
achingly,8,2,1.768955397,7,2
achondroplasia,14,2,1.768955397,7,2
achoo,5,5,2.069985393,7,2
achy,4,23,2.672045384,6,3
acid,4,508,3.998551924,5,4
acidemia,8,2,1.768955397,7,2
acidic,6,11,2.371015388,7,2
acidity,7,10,2.333226827,7,2
acidizing,9,1,1.592864138,7,2
acidophilus,11,3,1.893894133,7,2
acidosis,8,8,2.246076652,7,2
acidotic,8,4,1.990804146,7,2
acids,5,42,2.925302598,6,3
acing,5,4,1.990804146,7,2
ack,3,29,2.768955397,6,3
ackee,5,1,1.592864138,7,2
acker,5,8,2.246076652,7,2
acknowledge,11,313,3.78876379,5,4
acknowledged,12,100,3.296155516,6,3
acknowledgement,15,21,2.634256823,6,3
acknowledgements,16,4,1.990804146,7,2
acknowledges,12,13,2.437962178,7,2
acknowledging,13,36,2.860035866,6,3
acknowledgment,14,26,2.723197906,6,3
acknowledgments,15,1,1.592864138,7,2
aclu,4,21,2.634256823,6,3
acme,4,64,3.104747499,6,3
acne,4,46,2.963932,6,3
acnes,5,1,1.592864138,7,2
acolyte,7,7,2.194924129,7,2
acolytes,8,6,2.136932182,7,2
acoma,5,3,1.893894133,7,2
aconitum,8,4,1.990804146,7,2
acorn,5,37,2.871617739,6,3
acorns,6,19,2.592864138,6,3
acoustic,8,49,2.990804146,6,3
acoustical,10,6,2.136932182,7,2
acoustically,12,1,1.592864138,7,2
acoustics,9,22,2.653561978,6,3
acquaint,8,20,2.614053437,6,3
acquaintance,12,273,3.729584705,5,4
acquaintances,13,54,3.032196832,6,3
acquaintanceship,16,4,1.990804146,7,2
acquainted,10,231,3.657322127,5,4
acquainting,11,2,1.768955397,7,2
acquiesce,9,3,1.893894133,7,2
acquiesced,10,5,2.069985393,7,2
acquiescence,12,5,2.069985393,7,2
acquiescent,11,1,1.592864138,7,2
acquiescing,11,2,1.768955397,7,2
acquire,7,135,3.425373051,6,3
acquired,8,228,3.651669624,5,4
acquirer,8,1,1.592864138,7,2
acquires,8,8,2.246076652,7,2
acquiring,9,43,2.935286819,6,3
acquisition,11,74,3.166895406,6,3
acquisitions,12,33,2.823313059,6,3
acquisitive,11,3,1.893894133,7,2
acquisitiveness,15,1,1.592864138,7,2
acquit,6,24,2.689774151,6,3
acquittal,9,37,2.871617739,6,3
acquittals,10,1,1.592864138,7,2
acquitted,9,78,3.189461233,6,3
acquitting,10,6,2.136932182,7,2
acre,4,93,3.264961996,6,3
acreage,7,22,2.653561978,6,3
acres,5,234,3.662902004,5,4
acrid,5,2,1.768955397,7,2
acrimonious,11,7,2.194924129,7,2
acrimony,8,11,2.371015388,7,2
acrobat,7,30,2.783195836,6,3
acrobatic,9,12,2.405777494,7,2
acrobatics,10,11,2.371015388,7,2
acrobats,8,19,2.592864138,6,3
acromegalia,11,10,2.333226827,7,2
acromion,8,2,1.768955397,7,2
acronym,7,15,2.495954125,7,2
acronyms,8,7,2.194924129,7,2
acrophobia,10,10,2.333226827,7,2
acropolis,9,6,2.136932182,7,2
across,6,4801,4.973256298,4,5
acrylic,7,23,2.672045384,6,3
acrylics,8,3,1.893894133,7,2
act,3,5565,5.037377344,4,5
acta,4,1,1.592864138,7,2
acted,5,548,4.031406487,5,4
actg,4,1,1.592864138,7,2
actin,5,54,3.032196832,6,3
acting,6,2675,4.719320251,4,5
actings,7,1,1.592864138,7,2
actinic,7,1,1.592864138,7,2
action,6,3115,4.785431591,4,5
actionable,10,13,2.437962178,7,2
actioner,8,1,1.592864138,7,2
actions,7,620,4.084925742,5,4
activate,8,238,3.670232043,5,4
activated,9,220,3.636226416,5,4
activates,9,16,2.522283064,6,3
activating,10,44,2.945046656,6,3
activation,10,43,2.935286819,6,3
activator,9,4,1.990804146,7,2
active,6,584,4.058990008,5,4
actively,8,42,2.925302598,6,3
actives,7,1,1.592864138,7,2
activism,8,9,2.291834142,7,2
activist,8,50,2.999404318,6,3
activists,9,18,2.570587743,6,3
activities,10,439,3.935286819,5,4
activity,8,657,4.110060036,5,4
acton,5,12,2.405777494,7,2
actor,5,1343,4.420233411,5,4
actors,6,644,4.101393857,5,4
actory,6,1,1.592864138,7,2
actress,7,817,4.204587446,5,4
actresses,9,115,3.356292131,6,3
acts,4,636,4.095973574,5,4
actu,4,1,1.592864138,7,2
actual,6,884,4.238777413,5,4
actualisation,13,2,1.768955397,7,2
actualised,10,1,1.592864138,7,2
actualities,11,1,1.592864138,7,2
actuality,9,24,2.689774151,6,3
actualization,13,3,1.893894133,7,2
actualize,9,2,1.768955397,7,2
actually,8,16439,5.507735955,3,6
actuals,7,2,1.768955397,7,2
actuarial,9,9,2.291834142,7,2
actuarially,11,1,1.592864138,7,2
actuaries,9,1,1.592864138,7,2
actuary,7,7,2.194924129,7,2
actuate,7,1,1.592864138,7,2
actuated,8,3,1.893894133,7,2
actuating,9,1,1.592864138,7,2
actuation,9,1,1.592864138,7,2
actuator,8,2,1.768955397,7,2
actuators,9,2,1.768955397,7,2
acuity,6,14,2.467925401,7,2
acumen,6,7,2.194924129,7,2
acupressure,11,6,2.136932182,7,2
acupuncture,11,37,2.871617739,6,3
acupuncturist,13,9,2.291834142,7,2
acupuncturists,14,2,1.768955397,7,2
acute,5,150,3.470811089,6,3
acutely,7,14,2.467925401,7,2
acuteness,9,1,1.592864138,7,2
acyclovir,9,1,1.592864138,7,2
ad,2,694,4.133818947,5,4
adage,5,32,2.810348082,6,3
adages,6,1,1.592864138,7,2
adagio,6,12,2.405777494,7,2
adam,4,1890,4.568525671,4,5
adamant,7,50,2.999404318,6,3
adamantine,10,1,1.592864138,7,2
adamantly,9,2,1.768955397,7,2
adamas,6,1,1.592864138,7,2
adams,5,470,3.964855049,5,4
adance,6,1,1.592864138,7,2
adapt,5,134,3.422167911,6,3
adaptability,12,7,2.194924129,7,2
adaptable,9,17,2.547106647,6,3
adaptation,10,81,3.205647995,6,3
adaptations,11,3,1.893894133,7,2
adapted,7,56,3.047708998,6,3
adapter,7,11,2.371015388,7,2
adapting,8,27,2.738992173,6,3
adaption,8,1,1.592864138,7,2
adaptive,8,11,2.371015388,7,2
adaptor,7,4,1.990804146,7,2
adaptors,8,1,1.592864138,7,2
adapts,6,3,1.893894133,7,2
adar,4,3,1.893894133,7,2
adc,3,7,2.194924129,7,2
add,3,1686,4.518949225,4,5
added,5,492,3.984681061,5,4
addenda,7,2,1.768955397,7,2
addendum,8,15,2.495954125,7,2
addendums,9,4,1.990804146,7,2
adder,5,73,3.161065862,6,3
adders,6,2,1.768955397,7,2
addict,6,273,3.729584705,5,4
addicted,8,231,3.657322127,5,4
addicting,9,3,1.893894133,7,2
addiction,9,199,3.592864138,5,4
addictions,10,21,2.634256823,6,3
addictive,9,57,3.055262136,6,3
addictiveness,13,2,1.768955397,7,2
addicts,7,106,3.32121792,6,3
adding,6,205,3.605701363,5,4
addio,5,4,1.990804146,7,2
addis,5,10,2.333226827,7,2
addison,7,91,3.255621969,6,3
addition,8,395,3.889529328,5,4
additional,10,300,3.770400638,5,4
additionally,12,16,2.522283064,6,3
additions,9,11,2.371015388,7,2
additive,8,11,2.371015388,7,2
additives,9,10,2.333226827,7,2
addle,5,8,2.246076652,7,2
addled,6,11,2.371015388,7,2
addlepated,10,2,1.768955397,7,2
addling,7,1,1.592864138,7,2
addr,4,2,1.768955397,7,2
address,7,2666,4.717857158,4,5
addressed,9,194,3.581868754,5,4
addressee,9,6,2.136932182,7,2
addresser,9,2,1.768955397,7,2
addresses,9,162,3.504021747,5,4
addressing,10,107,3.325257898,6,3
adds,4,201,3.597185512,5,4
adduce,6,1,1.592864138,7,2
adduced,7,1,1.592864138,7,2
adductor,8,1,1.592864138,7,2
ade,3,15,2.495954125,7,2
adelante,8,1,1.592864138,7,2
aden,4,6,2.136932182,7,2
adenia,6,1,1.592864138,7,2
adenine,7,2,1.768955397,7,2
adenocarcinoma,14,1,1.592864138,7,2
adenoid,7,5,2.069985393,7,2
adenoidal,9,1,1.592864138,7,2
adenoids,8,11,2.371015388,7,2
adenoma,7,1,1.592864138,7,2
adenopathy,10,1,1.592864138,7,2
adenosine,9,6,2.136932182,7,2
adept,5,33,2.823313059,6,3
adeptness,9,1,1.592864138,7,2
adepts,6,2,1.768955397,7,2
adequacy,8,1,1.592864138,7,2
adequate,8,132,3.415685783,6,3
adequately,10,27,2.738992173,6,3
adeste,6,3,1.893894133,7,2
adhere,6,29,2.768955397,6,3
adhered,7,6,2.136932182,7,2
adherence,9,9,2.291834142,7,2
adherent,8,3,1.893894133,7,2
adherents,9,1,1.592864138,7,2
adheres,7,3,1.893894133,7,2
adhering,8,9,2.291834142,7,2
adhesion,8,6,2.136932182,7,2
adhesions,9,7,2.194924129,7,2
adhesive,8,47,2.97307538,6,3
adhesives,9,1,1.592864138,7,2
adiabatic,9,1,1.592864138,7,2
adieu,5,94,3.269557747,6,3
adieus,6,1,1.592864138,7,2
adios,5,159,3.495954125,6,3
adipocere,9,6,2.136932182,7,2
adipose,7,4,1.990804146,7,2
adiposity,9,1,1.592864138,7,2
adjacencies,11,1,1.592864138,7,2
adjacent,8,68,3.130683233,6,3
adjective,9,25,2.70680749,6,3
adjectives,10,25,2.70680749,6,3
adjoined,8,1,1.592864138,7,2
adjoining,9,57,3.055262136,6,3
adjoins,7,5,2.069985393,7,2
adjoints,8,1,1.592864138,7,2
adjourn,7,66,3.117908945,6,3
adjourned,9,250,3.691507864,5,4
adjourning,10,2,1.768955397,7,2
adjournment,11,11,2.371015388,7,2
adjourns,8,2,1.768955397,7,2
adjudge,7,1,1.592864138,7,2
adjudged,8,3,1.893894133,7,2
adjudicate,10,5,2.069985393,7,2
adjudicated,11,6,2.136932182,7,2
adjudicating,12,1,1.592864138,7,2
adjudication,12,9,2.291834142,7,2
adjudicator,11,4,1.990804146,7,2
adjunct,7,7,2.194924129,7,2
adjure,6,1,1.592864138,7,2
adjust,6,287,3.75122663,5,4
adjustability,13,1,1.592864138,7,2
adjustable,10,16,2.522283064,6,3
adjusted,8,92,3.260317091,6,3
adjuster,8,20,2.614053437,6,3
adjusters,9,7,2.194924129,7,2
adjusting,9,121,3.378193973,6,3
